_Farmer,BAC1,BAC2,BAC3,BAC4,BAC5,BAC6,BAC7,BAC8,MAD1,MAD2_1,MAD2_2,MAD2_3,MAD2_4,MAD2_5,MAD3_1,MAD3_2,MAD3_3,MAD3_4,MAD3_5,MAD4,INO1_1,INO1_2,INO1_3,INO1_4,INO1_5,INO2,COM1,COM2_1,COM2_2,COM2_3,COM2_4,OUT1_1,OUT1_2,OUT1_3,OUT2,ADO1,ADO2,ADO3,SRI1,SRI2,SRI3,IMP1_1,IMP1_2,IMP1_3,IMP2,ASI1_1,ASI1_2,ASI1_3,_Pick7
Ya,32,0.5,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,5,3,4,2,1,3,3,4,5,3,3,5,4,4,3,3,"Kurangnya infrastruktur (contoh: internet, listrik)","Layanan penyuluhan dari pemerintah, Universitas atau lembaga pendidikan pertanian, Sumber online (internet, media sosial), Asosiasi atau Kelompok tani, Media (TV, radio, koran)",3,3,3,3,3,2,3,"Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,4,5,3,3,Ya,3,4,5,Kurang dari 1 tahun,3,4,3,7
Ya,43,0.75,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Ya,Lampung,3,1,3,4,5,2,1,1,3,1,1,5,5,5,5,5,5,Biaya yang terlalu tinggi,"Layanan penyuluhan dari pemerintah, Perusahaan atau konsultan swasta, Petani lain, Asosiasi atau Kelompok tani",5,5,5,5,5,1,5,"Akses pelatihan dan pengetahuan yang lebih mudah, Dukungan dari petani lain atau koperasi pertanian",1,5,5,5,5,Ya,5,1,5,1–3 tahun,5,5,5,7
Ya,55,1,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,5,1,4,3,5,2,3,3,3,3,5,3,3,3,3,3,3,Hasil keuntungan yang belum pasti,"Petani lain, Asosiasi atau Kelompok tani",3,3,3,3,3,3,3,Lebih banyak subsidi dari pemerintah,5,5,5,5,1,Ya,5,3,3,Kurang dari 1 tahun,5,5,5,7
Ya,53,0.25,Rp2-5jt,SMP,Tidak memiliki keduanya,Padi,Tidak,Lampung,3,2,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,Kurangnya pengetahuan dan/atau pelatihan,Asosiasi atau Kelompok tani,3,3,3,5,5,3,3,Infrastruktur internet atau listrik yang lebih baik,5,5,5,5,1,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,32,0.5,Rp2-5jt,SMA/SMK,Tidak memiliki keduanya,Padi,Tidak,Lampung,4,2,1,4,3,5,1,5,2,3,4,3,1,2,4,3,5,Biaya yang terlalu tinggi,"Petani lain, Asosiasi atau Kelompok tani",1,3,2,4,3,1,4,Lebih banyak subsidi dari pemerintah,4,2,3,3,2,Tidak,0,0,0,Tidak yakin,2,1,3,7
Ya,35,0.125,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,4,2,4,5,1,3,5,3,4,1,1,5,3,3,3,5,3,Kurangnya pengetahuan dan/atau pelatihan,"Media (TV, radio, koran)",3,3,5,3,3,4,3,Harga teknologi yang lebih terjangkau,4,4,4,4,3,Tidak,3,4,2,Lebih dari 3 tahun,4,2,1,7
Ya,39,1,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,5,2,1,4,3,5,2,3,1,5,4,5,3,1,2,4,5,Biaya yang terlalu tinggi,Layanan penyuluhan dari pemerintah,2,1,4,3,3,5,3,Infrastruktur internet atau listrik yang lebih baik,1,5,5,1,1,Ya,3,5,3,Tidak yakin,5,3,3,7
Ya,40,0.6,Rp2-5jt,SMA/SMK,Tidak memiliki keduanya,Padi,Tidak,Lampung,4,1,4,3,5,2,5,5,5,5,5,3,3,3,3,3,3,Hasil keuntungan yang belum pasti,Petani lain,3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,1,1,Ya,0,0,0,Tidak yakin,3,3,3,7
Ya,37,1,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Ya,Lampung,4,5,1,2,3,4,5,3,3,3,3,5,3,3,3,3,5,Kurangnya pengetahuan dan/atau pelatihan,Layanan penyuluhan dari pemerintah,4,1,3,5,3,5,3,Akses pelatihan dan pengetahuan yang lebih mudah,1,5,5,5,5,Ya,5,3,3,Kurang dari 1 tahun,3,5,3,7
Ya,54,2,Kurang dari Rp2jt,Diploma/Sarjana,"Ya, smartphone",Padi,Tidak,Lampung,5,1,3,5,4,2,3,3,3,3,3,5,3,3,3,3,3,Biaya yang terlalu tinggi,Perusahaan atau konsultan swasta,3,3,3,3,3,3,3,Akses pelatihan dan pengetahuan yang lebih mudah,3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,56,0.5,Kurang dari Rp2jt,SMA/SMK,Tidak memiliki keduanya,Padi,Tidak,Lampung,3,2,3,5,4,1,3,3,3,3,3,3,3,3,3,3,3,"Kurangnya infrastruktur (contoh: internet, listrik)",Petani lain,3,3,3,3,3,3,3,Akses pelatihan dan pengetahuan yang lebih mudah,1,5,5,5,5,Ya,5,3,3,1–3 tahun,5,5,5,7
Ya,40,0.75,Rp2-5jt,Diploma/Sarjana,"Ya, smartphone",Padi,Tidak,Lampung,5,1,3,5,4,2,5,5,3,3,3,5,4,3,5,4,3,Kurangnya pengetahuan dan/atau pelatihan,Asosiasi atau Kelompok tani,3,5,3,3,3,3,2,Akses pelatihan dan pengetahuan yang lebih mudah,3,3,3,4,3,Tidak,3,2,4,Lebih dari 3 tahun,3,3,3,7
Ya,48,1,Kurang dari Rp2jt,SMA/SMK,"Ya, komputer",Padi,Ya,Lampung,5,1,2,3,5,4,4,5,3,4,3,1,4,3,4,4,4,Kurangnya pengetahuan dan/atau pelatihan,"Media (TV, radio, koran)",2,4,3,1,3,3,3,Harga teknologi yang lebih terjangkau,3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,58,0.5,Kurang dari Rp2jt,SMA/SMK,Tidak memiliki keduanya,Padi,Tidak,Lampung,3,2,4,3,5,1,3,3,3,3,3,3,3,3,3,3,3,Biaya yang terlalu tinggi,Petani lain,3,3,3,3,3,3,3,Harga teknologi yang lebih terjangkau,3,3,3,5,1,Tidak,3,5,3,Tidak yakin,3,3,3,7
Ya,60,1,Kurang dari Rp2jt,SD,Tidak memiliki keduanya,Padi,Ya,Lampung,5,1,2,5,3,4,5,5,5,5,5,5,5,5,5,5,5,Kurangnya pengetahuan dan/atau pelatihan,"Layanan penyuluhan dari pemerintah, Asosiasi atau Kelompok tani",3,3,3,3,5,3,3,"Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah",1,3,3,3,2,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,34,0.5,Kurang dari Rp2jt,SMP,Tidak memiliki keduanya,Padi,Ya,Lampung,5,3,2,5,4,1,5,5,1,1,1,5,5,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,Petani lain,3,3,3,3,3,3,3,Akses pelatihan dan pengetahuan yang lebih mudah,5,5,5,3,1,Ya,0,0,0,Tidak yakin,3,3,3,7
Ya,25,1.5,Lebih dari Rp15jt,Diploma/Sarjana,"Ya, smartphone",Padi,Ya,Lampung,5,1,2,3,5,4,5,5,5,5,5,5,5,5,5,4,5,Hasil keuntungan yang belum pasti,"Sumber online (internet, media sosial), Petani lain, Asosiasi atau Kelompok tani",4,5,5,3,5,5,5,Harga teknologi yang lebih terjangkau,3,4,5,5,4,Ya,5,3,4,Lebih dari 3 tahun,5,5,5,7
Ya,43,1.5,Kurang dari Rp2jt,SMP,"Ya, smartphone",Padi,Tidak,Lampung,5,1,3,5,4,2,3,3,5,3,1,5,3,3,3,1,3,Biaya yang terlalu tinggi,"Sumber online (internet, media sosial)",3,3,3,5,3,5,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau",1,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,56,0.25,Kurang dari Rp2jt,SMA/SMK,Tidak memiliki keduanya,Padi,Ya,Lampung,5,3,2,1,4,5,3,3,3,5,3,3,3,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,Petani lain,3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,63,0.5,Kurang dari Rp2jt,SMP,Tidak memiliki keduanya,Padi,Tidak,Lampung,3,2,3,5,4,1,3,3,3,3,3,3,3,3,3,3,3,Hasil keuntungan yang belum pasti,"Layanan penyuluhan dari pemerintah, Universitas atau lembaga pendidikan pertanian, Perusahaan atau konsultan swasta, Sumber online (internet, media sosial), Petani lain, Asosiasi atau Kelompok tani, Media (TV, radio, koran)",3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,35,1.5,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Ya,Lampung,5,1,2,3,4,5,1,4,2,3,5,5,2,3,4,5,1,Biaya yang terlalu tinggi,"Sumber online (internet, media sosial), Petani lain",5,1,5,1,1,5,1,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",5,5,5,5,1,Tidak,5,2,5,Kurang dari 1 tahun,5,5,5,7
Ya,46,1,Kurang dari Rp2jt,SMA/SMK,Tidak memiliki keduanya,Padi,Tidak,Lampung,3,3,2,1,5,4,5,5,5,5,5,3,3,3,3,3,3,Hasil keuntungan yang belum pasti,"Petani lain, Asosiasi atau Kelompok tani",3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,65,0.5,Kurang dari Rp2jt,SMA/SMK,Tidak memiliki keduanya,Padi,Tidak,Lampung,2,3,2,1,4,5,3,3,3,3,3,3,3,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,"Petani lain, Asosiasi atau Kelompok tani",3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,3,2,Tidak,3,3,3,Tidak yakin,3,3,3,7
Ya,50,1,Kurang dari Rp2jt,SMP,"Ya, smartphone",Padi,Tidak,Lampung,3,1,2,5,4,3,3,3,3,3,3,3,3,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,"Petani lain, Asosiasi atau Kelompok tani, Media (TV, radio, koran)",3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,52,4,Rp5-10jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,1,2,5,4,3,3,3,3,3,3,3,3,3,3,3,3,Hasil keuntungan yang belum pasti,Layanan penyuluhan dari pemerintah,3,3,3,3,3,5,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik",2,3,3,5,1,Tidak,5,1,1,Tidak yakin,5,3,3,7
Ya,60,1,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Ya,Lampung,5,2,3,5,4,1,1,5,1,1,1,5,3,3,3,3,5,"Kurangnya infrastruktur (contoh: internet, listrik)",Layanan penyuluhan dari pemerintah,3,5,4,4,3,5,3,Lebih banyak subsidi dari pemerintah,3,3,5,2,5,Ya,1,1,1,Kurang dari 1 tahun,5,3,3,7
Ya,32,0.25,Rp2-5jt,Diploma/Sarjana,"Ya, smartphone",Padi,Tidak,Lampung,5,2,3,1,4,5,5,2,2,2,2,3,3,5,5,3,4,Kurangnya pengetahuan dan/atau pelatihan,"Layanan penyuluhan dari pemerintah, Petani lain, Asosiasi atau Kelompok tani, Media (TV, radio, koran)",3,3,4,3,5,5,4,"Akses pelatihan dan pengetahuan yang lebih mudah, Dukungan dari petani lain atau koperasi pertanian",3,3,5,1,1,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,34,0.8,Kurang dari Rp2jt,SMP,Tidak memiliki keduanya,Jagung,Tidak,Lampung,5,1,3,5,4,2,3,3,3,5,3,5,3,3,3,3,5,Biaya yang terlalu tinggi,Layanan penyuluhan dari pemerintah,3,5,3,3,3,3,5,Lebih banyak subsidi dari pemerintah,5,1,5,1,1,Ya,1,5,1,Kurang dari 1 tahun,5,3,3,7
Ya,40,2,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,1,3,5,4,2,5,1,1,1,5,5,1,1,5,5,1,Biaya yang terlalu tinggi,"Sumber online (internet, media sosial)",1,5,1,5,5,1,5,Dukungan dari petani lain atau koperasi pertanian,1,5,1,1,5,Tidak,5,5,5,Tidak yakin,5,1,5,7
Ya,40,1,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,1,2,5,4,3,5,1,3,1,5,1,1,1,5,5,1,Biaya yang terlalu tinggi,"Sumber online (internet, media sosial)",1,5,1,1,5,1,5,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",1,5,1,1,5,Tidak,2,3,5,Tidak yakin,1,1,5,7
Ya,64,2,Kurang dari Rp2jt,SMP,"Ya, smartphone",Padi,Ya,Lampung,5,1,2,3,4,5,5,5,3,3,2,3,3,3,3,5,5,Kurangnya pengetahuan dan/atau pelatihan,Layanan penyuluhan dari pemerintah,5,5,3,4,5,5,3,Lebih banyak subsidi dari pemerintah,1,5,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,50,1.25,Rp2-5jt,Diploma/Sarjana,"Ya, smartphone",Padi,Tidak,Lampung,5,1,3,5,4,2,5,5,5,5,5,5,5,5,5,5,5,Kurangnya pengetahuan dan/atau pelatihan,Petani lain,3,5,3,3,3,5,3,"Lebih banyak subsidi dari pemerintah, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",1,5,5,1,5,Tidak,1,5,1,Lebih dari 3 tahun,5,5,5,7
Ya,42,1,Rp5-10jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,5,1,3,4,5,2,5,5,5,5,5,2,3,5,3,3,3,Biaya yang terlalu tinggi,Asosiasi atau Kelompok tani,3,3,5,3,3,5,3,Harga teknologi yang lebih terjangkau,1,1,1,5,4,Tidak,2,5,4,1–3 tahun,5,4,3,7
Ya,50,0.5,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,5,1,2,5,3,4,5,5,5,5,5,5,3,3,3,3,3,"Kurangnya infrastruktur (contoh: internet, listrik)","Petani lain, Asosiasi atau Kelompok tani",3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,55,1,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,1,3,5,4,2,3,3,3,3,3,5,3,3,5,3,3,Biaya yang terlalu tinggi,Asosiasi atau Kelompok tani,3,3,3,3,5,3,3,Lebih banyak subsidi dari pemerintah,5,5,5,1,1,Ya,5,5,5,Tidak yakin,4,5,2,7
Ya,46,0.5,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Jagung,Tidak,Lampung,5,1,2,5,4,3,5,3,3,1,1,5,3,3,3,3,5,Kurangnya pengetahuan dan/atau pelatihan,"Layanan penyuluhan dari pemerintah, Sumber online (internet, media sosial)",3,5,3,3,3,5,3,Lebih banyak subsidi dari pemerintah,1,5,5,5,2,Ya,1,5,3,Lebih dari 3 tahun,3,3,5,7
Ya,35,1.5,Rp5-10jt,SD,Tidak memiliki keduanya,Padi,Tidak,Lampung,5,1,3,4,5,2,5,5,5,5,5,5,3,3,3,5,3,Hasil keuntungan yang belum pasti,"Sumber online (internet, media sosial), Petani lain",3,3,5,3,3,3,3,Lebih banyak subsidi dari pemerintah,5,3,1,5,5,Ya,3,3,5,Lebih dari 3 tahun,3,3,5,7
Ya,50,1,Rp2-5jt,SD,"Ya, smartphone",Padi,Tidak,Lampung,3,3,2,4,5,1,3,3,3,3,3,3,3,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,"Layanan penyuluhan dari pemerintah, Universitas atau lembaga pendidikan pertanian, Perusahaan atau konsultan swasta, Sumber online (internet, media sosial), Petani lain, Asosiasi atau Kelompok tani, Media (TV, radio, koran)",3,3,3,3,3,3,3,"Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,42,0.5,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,5,1,2,4,3,5,3,1,2,4,5,1,5,1,2,3,4,Biaya yang terlalu tinggi,"Sumber online (internet, media sosial)",3,2,1,4,2,1,5,Harga teknologi yang lebih terjangkau,1,5,5,1,1,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,56,3,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Ya,Lampung,5,1,2,5,3,4,4,2,3,1,5,5,3,3,3,3,3,Hasil keuntungan yang belum pasti,"Layanan penyuluhan dari pemerintah, Universitas atau lembaga pendidikan pertanian, Sumber online (internet, media sosial)",3,3,3,3,3,3,3,Akses pelatihan dan pengetahuan yang lebih mudah,4,3,5,5,5,Ya,5,5,5,Kurang dari 1 tahun,3,3,3,7
Ya,47,1.5,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,2,1,3,4,5,1,5,3,4,2,3,3,3,3,3,3,Biaya yang terlalu tinggi,"Layanan penyuluhan dari pemerintah, Universitas atau lembaga pendidikan pertanian, Sumber online (internet, media sosial), Petani lain, Asosiasi atau Kelompok tani",2,4,4,2,3,4,5,"Lebih banyak subsidi dari pemerintah, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,4,3,Ya,3,3,3,1–3 tahun,3,1,3,7
Ya,32,1,Rp2-5jt,SMA/SMK,Tidak memiliki keduanya,Padi,Tidak,Lampung,3,2,3,5,4,1,3,3,3,3,3,3,3,3,3,3,3,Biaya yang terlalu tinggi,Petani lain,3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Akses pelatihan dan pengetahuan yang lebih mudah",3,3,5,3,3,Ya,0,0,0,Kurang dari 1 tahun,3,3,3,7
Ya,60,1,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,1,3,5,4,2,3,3,5,3,3,5,3,3,3,3,5,Hasil keuntungan yang belum pasti,"Layanan penyuluhan dari pemerintah, Asosiasi atau Kelompok tani",3,5,3,3,3,5,3,Akses pelatihan dan pengetahuan yang lebih mudah,5,5,5,1,1,Tidak,1,4,3,Kurang dari 1 tahun,1,5,1,7
Ya,65,2,Rp2-5jt,Diploma/Sarjana,"Ya, smartphone",Padi,Ya,Lampung,2,1,2,5,4,3,5,5,5,5,1,1,5,5,5,5,5,Kurangnya pengetahuan dan/atau pelatihan,"Universitas atau lembaga pendidikan pertanian, Sumber online (internet, media sosial)",3,3,3,3,3,3,3,Infrastruktur internet atau listrik yang lebih baik,3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,30,1,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,2,1,3,4,5,3,2,1,4,5,5,3,3,3,3,3,Biaya yang terlalu tinggi,Petani lain,3,3,5,3,5,3,3,Harga teknologi yang lebih terjangkau,1,5,1,5,5,Tidak,1,1,5,Tidak yakin,1,1,5,7
Ya,19,2,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,4,1,2,3,5,1,1,1,1,1,5,1,5,1,5,1,Hasil keuntungan yang belum pasti,"Sumber online (internet, media sosial)",3,3,3,3,5,5,1,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",1,1,5,1,1,Tidak,1,5,1,Lebih dari 3 tahun,5,5,1,7
Ya,55,1.5,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,5,3,1,2,4,5,4,3,2,1,5,5,3,2,4,1,5,Biaya yang terlalu tinggi,"Sumber online (internet, media sosial)",3,3,3,3,3,3,3,"Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,60,0.5,Rp2-5jt,SMA/SMK,"Ya, smartphone",Padi,Ya,Lampung,3,1,3,5,4,2,3,3,3,3,3,3,3,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,Petani lain,3,3,3,3,3,3,3,"Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,37,0.5,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,3,4,2,5,1,3,4,1,4,3,5,4,3,4,3,2,Hasil keuntungan yang belum pasti,"Petani lain, Asosiasi atau Kelompok tani",1,2,3,3,1,1,1,Dukungan dari petani lain atau koperasi pertanian,1,3,3,4,1,Tidak,2,2,2,Lebih dari 3 tahun,4,3,3,7
Ya,41,0.5,Rp2-5jt,SMA/SMK,Tidak memiliki keduanya,Padi,Tidak,Lampung,3,1,2,3,4,5,3,3,3,3,3,3,3,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,Petani lain,3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,5,2,1,Tidak,2,5,4,Tidak yakin,4,2,3,7
Ya,60,1,Kurang dari Rp2jt,SMP,Tidak memiliki keduanya,Padi,Tidak,Lampung,5,3,2,5,4,1,5,5,5,5,5,4,5,5,5,5,5,Biaya yang terlalu tinggi,Asosiasi atau Kelompok tani,3,3,3,3,3,3,3,"Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau",3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,28,0.5,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,1,2,3,4,5,3,3,3,3,3,3,3,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,"Layanan penyuluhan dari pemerintah, Sumber online (internet, media sosial), Petani lain, Asosiasi atau Kelompok tani, Media (TV, radio, koran)",3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Harga teknologi yang lebih terjangkau",1,3,3,3,1,Ya,1,1,2,1–3 tahun,3,3,3,7
Ya,42,0.5,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,1,3,2,4,5,5,5,5,5,5,4,3,3,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,"Petani lain, Asosiasi atau Kelompok tani",3,3,3,3,3,3,3,"Lebih banyak subsidi dari pemerintah, Infrastruktur internet atau listrik yang lebih baik, Akses pelatihan dan pengetahuan yang lebih mudah, Harga teknologi yang lebih terjangkau, Dukungan dari petani lain atau koperasi pertanian",3,3,3,3,3,Ya,3,4,2,1–3 tahun,4,5,2,7
Ya,53,2,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,3,1,3,5,4,2,2,5,1,5,5,5,3,5,3,3,3,Kurangnya pengetahuan dan/atau pelatihan,"Layanan penyuluhan dari pemerintah, Universitas atau lembaga pendidikan pertanian",3,3,3,3,3,3,3,Akses pelatihan dan pengetahuan yang lebih mudah,3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,62,0.5,Rp2-5jt,SMA/SMK,Tidak memiliki keduanya,Padi,Ya,Lampung,5,1,3,5,4,2,3,3,3,3,5,5,3,3,3,3,5,Kurangnya pengetahuan dan/atau pelatihan,Asosiasi atau Kelompok tani,3,5,3,3,3,5,3,Akses pelatihan dan pengetahuan yang lebih mudah,1,5,5,5,5,Ya,5,1,1,Lebih dari 3 tahun,5,3,3,7
Ya,57,0.5,Rp2-5jt,Diploma/Sarjana,"Ya, smartphone",Padi,Tidak,Lampung,3,1,3,5,4,2,3,3,3,3,3,3,3,3,3,3,3,Biaya yang terlalu tinggi,"Sumber online (internet, media sosial)",2,4,3,5,3,2,2,Akses pelatihan dan pengetahuan yang lebih mudah,3,2,1,5,1,Tidak,1,1,1,Tidak yakin,5,1,1,7
Ya,47,1.5,Kurang dari Rp2jt,SMA/SMK,"Ya, smartphone",Padi,Tidak,Lampung,4,3,2,1,4,5,3,3,3,3,3,5,5,1,1,1,2,Kurangnya pengetahuan dan/atau pelatihan,"Petani lain, Asosiasi atau Kelompok tani",3,3,3,3,3,3,3,Akses pelatihan dan pengetahuan yang lebih mudah,3,3,3,3,3,Tidak,0,0,0,Tidak yakin,3,3,3,7
Ya,47,1,Kurang dari Rp2jt,SMA/SMK,Tidak memiliki keduanya,Padi,Ya,Lampung,5,2,3,5,4,1,5,5,5,1,1,5,5,5,5,5,5,Biaya yang terlalu tinggi,"Layanan penyuluhan dari pemerintah, Petani lain",1,5,5,5,5,5,5,"Lebih banyak subsidi dari pemerintah, Dukungan dari petani lain atau koperasi pertanian",5,5,5,5,5,Ya,3,5,4,Lebih dari 3 tahun,5,5,5,7
